Date,Region,NewCases,NewDeaths,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
11/04/2020,Special Region of Yogyakarta,0,0,-52,-36,-68,-73,-33,18
12/04/2020,Special Region of Yogyakarta,0,0,-53,-37,-66,-74,-22,17
13/04/2020,Special Region of Yogyakarta,16,0,-42,-26,-49,-68,-40,18
14/04/2020,Special Region of Yogyakarta,5,0,-44,-30,-49,-66,-41,18
15/04/2020,Special Region of Yogyakarta,1,0,-45,-30,-53,-65,-41,18
16/04/2020,Special Region of Yogyakarta,0,0,-45,-29,-50,-68,-41,18
17/04/2020,Special Region of Yogyakarta,1,1,-52,-41,-61,-71,-41,20
18/04/2020,Special Region of Yogyakarta,3,0,-52,-36,-68,-71,-28,16
19/04/2020,Special Region of Yogyakarta,0,0,-53,-37,-67,-72,-20,16
20/04/2020,Special Region of Yogyakarta,2,0,-44,-30,-53,-67,-39,17
21/04/2020,Special Region of Yogyakarta,3,0,-43,-29,-50,-65,-40,17
22/04/2020,Special Region of Yogyakarta,3,0,-42,-25,-51,-62,-39,16
23/04/2020,Special Region of Yogyakarta,1,0,-42,-19,-52,-64,-41,16
24/04/2020,Special Region of Yogyakarta,1,0,-55,-36,-64,-72,-46,22
25/04/2020,Special Region of Yogyakarta,2,0,-59,-42,-74,-79,-32,21
26/04/2020,Special Region of Yogyakarta,3,0,-58,-42,-74,-82,-21,19
27/04/2020,Special Region of Yogyakarta,1,0,-51,-36,-58,-76,-40,20
28/04/2020,Special Region of Yogyakarta,10,0,-49,-33,-56,-74,-41,18
29/04/2020,Special Region of Yogyakarta,1,0,-50,-34,-59,-74,-41,18
30/04/2020,Special Region of Yogyakarta,1,0,-48,-29,-54,-74,-39,18
01/05/2020,Special Region of Yogyakarta,9,0,-51,-34,-59,-80,-60,25
02/05/2020,Special Region of Yogyakarta,10,0,-54,-35,-69,-79,-29,19
03/05/2020,Special Region of Yogyakarta,1,0,-56,-40,-71,-82,-20,18
04/05/2020,Special Region of Yogyakarta,0,0,-46,-30,-53,-76,-39,19
05/05/2020,Special Region of Yogyakarta,6,0,-48,-32,-55,-75,-41,20
06/05/2020,Special Region of Yogyakarta,1,0,-47,-29,-56,-74,-40,19
07/05/2020,Special Region of Yogyakarta,15,0,-50,-32,-55,-78,-60,24
08/05/2020,Special Region of Yogyakarta,6,0,-49,-33,-59,-78,-40,21
09/05/2020,Special Region of Yogyakarta,3,0,-60,-47,-75,-81,-30,21
10/05/2020,Special Region of Yogyakarta,7,0,-53,-35,-70,-81,-19,17
11/05/2020,Special Region of Yogyakarta,6,0,-51,-39,-59,-78,-41,20
12/05/2020,Special Region of Yogyakarta,10,0,-42,-24,-51,-72,-40,17
13/05/2020,Special Region of Yogyakarta,12,0,-45,-28,-54,-73,-40,18
14/05/2020,Special Region of Yogyakarta,4,0,-45,-28,-53,-74,-40,18
15/05/2020,Special Region of Yogyakarta,3,0,-45,-28,-57,-76,-39,18
16/05/2020,Special Region of Yogyakarta,6,1,-49,-32,-68,-77,-26,17
17/05/2020,Special Region of Yogyakarta,5,0,-49,-32,-69,-80,-16,17
18/05/2020,Special Region of Yogyakarta,1,0,-44,-31,-55,-75,-40,19
19/05/2020,Special Region of Yogyakarta,7,0,-41,-22,-54,-71,-40,17
20/05/2020,Special Region of Yogyakarta,2,0,-38,-15,-54,-71,-40,16
21/05/2020,Special Region of Yogyakarta,6,0,-38,-13,-51,-74,-59,20
22/05/2020,Special Region of Yogyakarta,5,0,-39,-14,-55,-75,-48,19
23/05/2020,Special Region of Yogyakarta,5,0,-50,-21,-66,-78,-41,17
24/05/2020,Special Region of Yogyakarta,1,0,-64,-57,-70,-84,-35,15
25/05/2020,Special Region of Yogyakarta,0,0,-54,-44,-46,-80,-73,23
26/05/2020,Special Region of Yogyakarta,0,0,-50,-36,-56,-77,-55,20
27/05/2020,Special Region of Yogyakarta,2,0,-43,-28,-53,-75,-49,18
28/05/2020,Special Region of Yogyakarta,0,0,-41,-25,-52,-74,-45,18
29/05/2020,Special Region of Yogyakarta,2,0,-42,-28,-56,-75,-42,19
30/05/2020,Special Region of Yogyakarta,3,0,-46,-32,-65,-76,-29,16
31/05/2020,Special Region of Yogyakarta,3,0,-45,-33,-64,-78,-14,14
01/06/2020,Special Region of Yogyakarta,1,0,-35,-24,-42,-71,-59,20
02/06/2020,Special Region of Yogyakarta,0,0,-33,-20,-46,-66,-34,14
03/06/2020,Special Region of Yogyakarta,0,0,-34,-19,-48,-66,-36,15
04/06/2020,Special Region of Yogyakarta,0,0,-35,-21,-48,-67,-36,16
05/06/2020,Special Region of Yogyakarta,1,0,-39,-27,-54,-71,-35,17
06/06/2020,Special Region of Yogyakarta,4,0,-40,-28,-60,-70,-23,15
07/06/2020,Special Region of Yogyakarta,2,0,-39,-29,-56,-72,-13,13
08/06/2020,Special Region of Yogyakarta,3,0,-33,-24,-46,-68,-33,15
09/06/2020,Special Region of Yogyakarta,2,0,-32,-23,-43,-64,-33,15
10/06/2020,Special Region of Yogyakarta,1,0,-32,-21,-44,-64,-33,14
11/06/2020,Special Region of Yogyakarta,2,0,-33,-22,-42,-65,-34,15
12/06/2020,Special Region of Yogyakarta,10,0,-34,-25,-47,-67,-32,16
13/06/2020,Special Region of Yogyakarta,2,0,-38,-27,-55,-66,-20,13
14/06/2020,Special Region of Yogyakarta,5,0,-37,-29,-52,-68,-11,12
15/06/2020,Special Region of Yogyakarta,3,0,-30,-22,-41,-65,-32,14
16/06/2020,Special Region of Yogyakarta,1,0,-29,-20,-38,-60,-32,13
17/06/2020,Special Region of Yogyakarta,3,0,-30,-20,-41,-60,-32,13
18/06/2020,Special Region of Yogyakarta,0,0,-31,-22,-41,-63,-33,14
19/06/2020,Special Region of Yogyakarta,1,0,-33,-24,-46,-65,-32,15
20/06/2020,Special Region of Yogyakarta,8,0,-35,-26,-51,-64,-19,12
21/06/2020,Special Region of Yogyakarta,3,0,-35,-28,-47,-66,-12,12
22/06/2020,Special Region of Yogyakarta,0,0,-28,-20,-38,-64,-33,13
23/06/2020,Special Region of Yogyakarta,3,0,-27,-20,-36,-60,-33,13
24/06/2020,Special Region of Yogyakarta,1,0,-29,-20,-38,-60,-32,13
25/06/2020,Special Region of Yogyakarta,7,0,-29,-19,-38,-61,-33,13
26/06/2020,Special Region of Yogyakarta,3,0,-31,-23,-44,-64,-32,14
27/06/2020,Special Region of Yogyakarta,2,0,-33,-24,-48,-63,-20,12
28/06/2020,Special Region of Yogyakarta,2,0,-32,-25,-41,-65,-12,10
29/06/2020,Special Region of Yogyakarta,0,0,-26,-20,-35,-63,-32,13
30/06/2020,Special Region of Yogyakarta,7,0,-24,-17,-34,-57,-32,12
01/07/2020,Special Region of Yogyakarta,1,0,-24,-13,-36,-57,-31,12
02/07/2020,Special Region of Yogyakarta,6,0,-24,-13,-36,-57,-32,12
03/07/2020,Special Region of Yogyakarta,4,0,-25,-17,-40,-59,-31,13
04/07/2020,Special Region of Yogyakarta,1,0,-27,-19,-41,-57,-20,11
05/07/2020,Special Region of Yogyakarta,6,0,-26,-19,-32,-59,-12,9
06/07/2020,Special Region of Yogyakarta,8,0,-24,-18,-34,-59,-32,13
07/07/2020,Special Region of Yogyakarta,7,0,-19,-12,-27,-54,-32,11
08/07/2020,Special Region of Yogyakarta,3,0,-21,-13,-31,-53,-31,11
09/07/2020,Special Region of Yogyakarta,8,1,-23,-15,-31,-56,-31,12
10/07/2020,Special Region of Yogyakarta,7,0,-25,-18,-38,-58,-30,13
11/07/2020,Special Region of Yogyakarta,7,0,-26,-19,-40,-56,-18,10
12/07/2020,Special Region of Yogyakarta,1,0,-25,-20,-31,-57,-11,9
13/07/2020,Special Region of Yogyakarta,8,1,-22,-17,-35,-59,-29,12
14/07/2020,Special Region of Yogyakarta,8,0,-22,-18,-33,-55,-30,12
15/07/2020,Special Region of Yogyakarta,9,0,-23,-17,-38,-55,-29,12
16/07/2020,Special Region of Yogyakarta,8,1,-24,-17,-36,-57,-29,12
17/07/2020,Special Region of Yogyakarta,4,0,-25,-20,-41,-60,-28,13
18/07/2020,Special Region of Yogyakarta,8,0,-27,-21,-42,-58,-17,11
19/07/2020,Special Region of Yogyakarta,16,1,-26,-22,-32,-59,-11,10
20/07/2020,Special Region of Yogyakarta,6,0,-22,-16,-34,-59,-29,12
21/07/2020,Special Region of Yogyakarta,28,1,-23,-18,-33,-56,-30,12
22/07/2020,Special Region of Yogyakarta,21,1,-24,-18,-35,-56,-29,12
23/07/2020,Special Region of Yogyakarta,10,1,-26,-19,-34,-58,-29,13
24/07/2020,Special Region of Yogyakarta,23,0,-26,-21,-40,-58,-28,13
25/07/2020,Special Region of Yogyakarta,17,1,-27,-21,-41,-56,-17,11
26/07/2020,Special Region of Yogyakarta,7,1,-26,-22,-34,-59,-11,11
27/07/2020,Special Region of Yogyakarta,15,0,-23,-17,-32,-56,-29,13
28/07/2020,Special Region of Yogyakarta,14,2,-22,-17,-31,-53,-29,13
29/07/2020,Special Region of Yogyakarta,15,0,-22,-14,-34,-52,-30,12
30/07/2020,Special Region of Yogyakarta,23,0,-22,-8,-32,-48,-31,11
31/07/2020,Special Region of Yogyakarta,64,1,-42,-33,-33,-64,-67,21
01/08/2020,Special Region of Yogyakarta,67,1,-32,-20,-36,-58,-29,12
02/08/2020,Special Region of Yogyakarta,19,0,-28,-18,-32,-54,-13,9
03/08/2020,Special Region of Yogyakarta,12,0,-20,-12,-28,-51,-31,11
04/08/2020,Special Region of Yogyakarta,12,0,-21,-12,-29,-51,-30,12
05/08/2020,Special Region of Yogyakarta,17,0,-20,-11,-28,-50,-29,11
06/08/2020,Special Region of Yogyakarta,18,0,-21,-12,-26,-52,-30,11
07/08/2020,Special Region of Yogyakarta,19,0,-22,-15,-31,-54,-28,11
08/08/2020,Special Region of Yogyakarta,16,2,-23,-16,-33,-52,-17,9
09/08/2020,Special Region of Yogyakarta,8,1,-22,-18,-27,-53,-9,9
10/08/2020,Special Region of Yogyakarta,14,1,-17,-12,-24,-51,-28,11
11/08/2020,Special Region of Yogyakarta,4,0,-21,-17,-30,-52,-29,11
12/08/2020,Special Region of Yogyakarta,20,1,-19,-11,-28,-50,-29,10
13/08/2020,Special Region of Yogyakarta,11,0,-20,-12,-27,-50,-29,10
14/08/2020,Special Region of Yogyakarta,35,2,-20,-14,-32,-50,-27,11
15/08/2020,Special Region of Yogyakarta,46,0,-19,-13,-30,-44,-16,8
16/08/2020,Special Region of Yogyakarta,33,0,-13,-11,-7,-47,-8,7
17/08/2020,Special Region of Yogyakarta,16,0,-11,-10,31,-43,-59,15
18/08/2020,Special Region of Yogyakarta,18,1,-14,-9,-15,-45,-27,9
19/08/2020,Special Region of Yogyakarta,31,0,-13,-6,-10,-41,-27,9
20/08/2020,Special Region of Yogyakarta,48,2,-12,-8,25,-40,-57,15
21/08/2020,Special Region of Yogyakarta,25,1,-12,-8,-1,-47,-42,14
22/08/2020,Special Region of Yogyakarta,15,1,-17,-13,-16,-45,-16,10
23/08/2020,Special Region of Yogyakarta,15,0,-19,-18,-20,-42,-7,9
24/08/2020,Special Region of Yogyakarta,14,1,-17,-13,-23,-49,-26,11
25/08/2020,Special Region of Yogyakarta,41,0,-16,-11,-22,-46,-27,11
26/08/2020,Special Region of Yogyakarta,16,2,-17,-11,-24,-46,-26,10
27/08/2020,Special Region of Yogyakarta,42,0,-17,-11,-23,-49,-26,11
28/08/2020,Special Region of Yogyakarta,20,0,-19,-14,-29,-50,-25,12
29/08/2020,Special Region of Yogyakarta,47,1,-19,-14,-29,-48,-13,9
30/08/2020,Special Region of Yogyakarta,24,0,-15,-13,-15,-48,-6,8
31/08/2020,Special Region of Yogyakarta,28,2,-15,-10,-21,-49,-26,11
01/09/2020,Special Region of Yogyakarta,20,0,-13,-6,-21,-45,-26,11
02/09/2020,Special Region of Yogyakarta,29,2,-14,-6,-20,-45,-26,10
03/09/2020,Special Region of Yogyakarta,33,2,-20,-13,-27,-50,-27,12
04/09/2020,Special Region of Yogyakarta,18,1,-15,-9,-25,-50,-26,11
05/09/2020,Special Region of Yogyakarta,21,1,-16,-10,-24,-48,-15,9
06/09/2020,Special Region of Yogyakarta,11,1,-13,-10,-11,-48,-8,8
07/09/2020,Special Region of Yogyakarta,14,0,-13,-9,-21,-50,-27,11
08/09/2020,Special Region of Yogyakarta,24,1,-13,-8,-19,-46,-27,11
09/09/2020,Special Region of Yogyakarta,50,1,-14,-7,-21,-47,-26,10
10/09/2020,Special Region of Yogyakarta,50,1,-16,-9,-19,-48,-27,10
11/09/2020,Special Region of Yogyakarta,49,1,-17,-14,-27,-50,-26,10
12/09/2020,Special Region of Yogyakarta,43,0,-19,-16,-29,-47,-14,8
13/09/2020,Special Region of Yogyakarta,49,2,-18,-17,-18,-51,-8,8
14/09/2020,Special Region of Yogyakarta,33,1,-17,-13,-26,-52,-25,11
15/09/2020,Special Region of Yogyakarta,26,0,-17,-14,-26,-49,-25,12
16/09/2020,Special Region of Yogyakarta,48,0,-17,-13,-28,-50,-25,12
17/09/2020,Special Region of Yogyakarta,41,0,-19,-14,-27,-54,-26,13
18/09/2020,Special Region of Yogyakarta,53,0,-20,-16,-32,-54,-25,14
19/09/2020,Special Region of Yogyakarta,74,1,-21,-15,-30,-52,-13,11
20/09/2020,Special Region of Yogyakarta,70,4,-19,-16,-20,-54,-7,10
21/09/2020,Special Region of Yogyakarta,64,2,-18,-14,-26,-54,-27,13
22/09/2020,Special Region of Yogyakarta,67,0,-21,-16,-30,-50,-27,14
23/09/2020,Special Region of Yogyakarta,63,1,-21,-14,-27,-50,-26,14
24/09/2020,Special Region of Yogyakarta,22,3,-22,-14,-28,-53,-27,14
25/09/2020,Special Region of Yogyakarta,61,0,-23,-14,-33,-53,-25,15
26/09/2020,Special Region of Yogyakarta,41,0,-24,-14,-33,-50,-13,12
27/09/2020,Special Region of Yogyakarta,20,1,-21,-16,-20,-52,-8,12
28/09/2020,Special Region of Yogyakarta,39,0,-21,-12,-27,-51,-26,14
29/09/2020,Special Region of Yogyakarta,49,2,-21,-12,-27,-48,-26,14
30/09/2020,Special Region of Yogyakarta,36,0,-20,-8,-27,-48,-26,12
01/10/2020,Special Region of Yogyakarta,37,2,-20,-4,-26,-49,-27,11
02/10/2020,Special Region of Yogyakarta,20,4,-19,-6,-28,-50,-26,11
03/10/2020,Special Region of Yogyakarta,72,1,-21,-8,-29,-48,-16,8
04/10/2020,Special Region of Yogyakarta,19,1,-17,-8,-16,-51,-12,7
05/10/2020,Special Region of Yogyakarta,22,0,-21,-9,-28,-51,-29,10
06/10/2020,Special Region of Yogyakarta,20,0,-18,-7,-23,-46,-28,10
07/10/2020,Special Region of Yogyakarta,20,0,-18,-6,-22,-47,-26,10
08/10/2020,Special Region of Yogyakarta,51,1,-19,-7,-12,-46,-26,12
09/10/2020,Special Region of Yogyakarta,56,2,-20,-11,-30,-52,-25,13
10/10/2020,Special Region of Yogyakarta,69,0,-31,-22,-42,-52,-15,13
11/10/2020,Special Region of Yogyakarta,35,1,-15,-8,-18,-50,-8,9
12/10/2020,Special Region of Yogyakarta,43,1,-17,-8,-25,-50,-26,13
13/10/2020,Special Region of Yogyakarta,38,1,-17,-8,-22,-46,-26,12
14/10/2020,Special Region of Yogyakarta,26,2,-16,-7,-23,-47,-25,12
15/10/2020,Special Region of Yogyakarta,45,2,-18,-7,-23,-50,-25,13
16/10/2020,Special Region of Yogyakarta,45,0,-19,-10,-29,-50,-25,14
17/10/2020,Special Region of Yogyakarta,24,0,-19,-9,-28,-47,-13,11
18/10/2020,Special Region of Yogyakarta,40,1,-17,-12,-18,-49,-9,10
19/10/2020,Special Region of Yogyakarta,18,0,-23,-13,-33,-53,-26,14
20/10/2020,Special Region of Yogyakarta,13,0,-18,-7,-25,-47,-26,12
21/10/2020,Special Region of Yogyakarta,33,2,-19,-8,-28,-48,-25,11
22/10/2020,Special Region of Yogyakarta,45,0,-18,-7,-22,-49,-26,10
23/10/2020,Special Region of Yogyakarta,28,0,-19,-9,-28,-50,-25,10
24/10/2020,Special Region of Yogyakarta,44,0,-19,-8,-28,-45,-13,8
25/10/2020,Special Region of Yogyakarta,44,0,-19,-12,-23,-49,-12,8
26/10/2020,Special Region of Yogyakarta,26,0,-16,-5,-23,-47,-27,9
27/10/2020,Special Region of Yogyakarta,41,1,-18,-7,-26,-38,-29,10
28/10/2020,Special Region of Yogyakarta,45,1,-7,4,1,-23,-40,9
29/10/2020,Special Region of Yogyakarta,82,1,1,6,59,-30,-57,11
30/10/2020,Special Region of Yogyakarta,59,1,-12,-7,8,-40,-44,13
31/10/2020,Special Region of Yogyakarta,32,1,-13,-5,-11,-33,-18,7
01/11/2020,Special Region of Yogyakarta,16,0,-13,-7,-15,-30,-10,6
02/11/2020,Special Region of Yogyakarta,32,1,-13,-2,-22,-39,-26,8
03/11/2020,Special Region of Yogyakarta,49,1,-18,-9,-26,-41,-27,9
04/11/2020,Special Region of Yogyakarta,40,2,-13,-2,-23,-42,-26,8
05/11/2020,Special Region of Yogyakarta,168,2,-20,-11,-30,-48,-27,10
06/11/2020,Special Region of Yogyakarta,25,1,-15,-6,-26,-45,-25,9
07/11/2020,Special Region of Yogyakarta,38,2,-15,-8,-24,-42,-14,7
08/11/2020,Special Region of Yogyakarta,34,1,-14,-10,-12,-44,-11,7
09/11/2020,Special Region of Yogyakarta,32,2,-15,-5,-20,-46,-26,9
10/11/2020,Special Region of Yogyakarta,21,0,-14,-5,-19,-42,-26,9
11/11/2020,Special Region of Yogyakarta,30,1,-14,-3,-21,-42,-25,9
12/11/2020,Special Region of Yogyakarta,79,2,-15,-6,-22,-46,-26,10
13/11/2020,Special Region of Yogyakarta,61,2,-18,-11,-28,-45,-25,11
14/11/2020,Special Region of Yogyakarta,51,1,-22,-16,-34,-44,-14,9
15/11/2020,Special Region of Yogyakarta,7,1,-19,-17,-23,-43,-12,8
16/11/2020,Special Region of Yogyakarta,67,0,-15,-7,-21,-44,-26,9
17/11/2020,Special Region of Yogyakarta,90,1,-13,-6,-19,-43,-26,9
18/11/2020,Special Region of Yogyakarta,153,2,-15,-7,-19,-42,-25,9
19/11/2020,Special Region of Yogyakarta,108,0,-19,-12,-25,-46,-26,10
20/11/2020,Special Region of Yogyakarta,68,2,-16,-9,-22,-44,-25,10
21/11/2020,Special Region of Yogyakarta,56,2,-20,-15,-33,-44,-14,9
22/11/2020,Special Region of Yogyakarta,77,4,-17,-15,-27,-45,-12,8
23/11/2020,Special Region of Yogyakarta,82,4,-22,-17,-30,-47,-27,11
24/11/2020,Special Region of Yogyakarta,84,6,-15,-7,-22,-41,-26,9
25/11/2020,Special Region of Yogyakarta,150,3,-20,-11,-30,-42,-29,11
26/11/2020,Special Region of Yogyakarta,103,1,-16,-6,-24,-44,-26,9
27/11/2020,Special Region of Yogyakarta,89,3,-15,-10,-25,-43,-24,10
28/11/2020,Special Region of Yogyakarta,138,4,-25,-21,-38,-46,-14,10
29/11/2020,Special Region of Yogyakarta,139,1,-23,-20,-38,-45,-13,11
30/11/2020,Special Region of Yogyakarta,41,0,-13,-2,-21,-44,-25,9
01/12/2020,Special Region of Yogyakarta,110,1,-19,-11,-29,-43,-26,11
02/12/2020,Special Region of Yogyakarta,122,1,-15,-2,-28,-42,-25,10
03/12/2020,Special Region of Yogyakarta,189,1,-15,-3,-24,-45,-25,10
04/12/2020,Special Region of Yogyakarta,181,0,-15,-5,-28,-44,-24,10
05/12/2020,Special Region of Yogyakarta,167,2,-24,-18,-39,-45,-14,10
06/12/2020,Special Region of Yogyakarta,224,2,-12,-7,-19,-43,-9,7
07/12/2020,Special Region of Yogyakarta,99,1,-17,-9,-28,-46,-28,10
08/12/2020,Special Region of Yogyakarta,168,1,-13,-4,-20,-42,-25,8
09/12/2020,Special Region of Yogyakarta,198,1,-22,-15,-16,-45,-59,16
10/12/2020,Special Region of Yogyakarta,191,7,-17,-5,-24,-44,-25,11
11/12/2020,Special Region of Yogyakarta,157,3,-23,-14,-35,-44,-24,14
12/12/2020,Special Region of Yogyakarta,227,1,-22,-9,-37,-44,-12,12
13/12/2020,Special Region of Yogyakarta,151,2,-25,-21,-29,-43,-9,13
14/12/2020,Special Region of Yogyakarta,111,1,-12,-1,-16,-40,-25,11
15/12/2020,Special Region of Yogyakarta,160,3,-12,-3,-15,-37,-24,12
16/12/2020,Special Region of Yogyakarta,218,3,-13,-3,-14,-33,-23,11
17/12/2020,Special Region of Yogyakarta,224,2,-28,-20,-37,-44,-26,16
18/12/2020,Special Region of Yogyakarta,211,2,-20,-10,-31,-40,-25,14
19/12/2020,Special Region of Yogyakarta,216,3,-18,-6,-30,-36,-12,10
20/12/2020,Special Region of Yogyakarta,210,8,-11,-6,-11,-37,-5,9
21/12/2020,Special Region of Yogyakarta,186,7,-9,-1,-1,-36,-27,12
22/12/2020,Special Region of Yogyakarta,242,9,-8,0,-3,-31,-27,11
23/12/2020,Special Region of Yogyakarta,219,0,-8,3,-4,-23,-27,11
24/12/2020,Special Region of Yogyakarta,253,8,-6,7,13,-26,-43,14
25/12/2020,Special Region of Yogyakarta,256,12,-15,-9,6,-39,-56,19
26/12/2020,Special Region of Yogyakarta,274,6,-23,-14,-22,-40,-22,14
27/12/2020,Special Region of Yogyakarta,183,3,-12,-6,-7,-35,-6,9
28/12/2020,Special Region of Yogyakarta,210,4,-7,2,7,-36,-30,12
29/12/2020,Special Region of Yogyakarta,282,10,-15,-7,-4,-35,-31,14
30/12/2020,Special Region of Yogyakarta,296,11,-21,-9,-20,-32,-31,14
31/12/2020,Special Region of Yogyakarta,257,0,-9,16,7,-33,-43,14
01/01/2021,Special Region of Yogyakarta,233,13,-24,-14,16,-43,-64,20
02/01/2021,Special Region of Yogyakarta,291,2,-18,-2,-16,-33,-24,12
03/01/2021,Special Region of Yogyakarta,218,13,-18,-8,-19,-34,-6,10
04/01/2021,Special Region of Yogyakarta,146,2,-15,-2,-18,-41,-25,12
05/01/2021,Special Region of Yogyakarta,297,3,-20,-8,-25,-41,-25,13
06/01/2021,Special Region of Yogyakarta,272,4,-18,-4,-27,-46,-24,13
07/01/2021,Special Region of Yogyakarta,355,4,-24,-11,-34,-53,-26,15
08/01/2021,Special Region of Yogyakarta,379,7,-18,-5,-31,-51,-24,13
09/01/2021,Special Region of Yogyakarta,301,7,-21,-8,-36,-48,-13,10
10/01/2021,Special Region of Yogyakarta,282,9,-31,-25,-38,-52,-11,12
11/01/2021,Special Region of Yogyakarta,285,9,-25,-14,-36,-54,-31,14
12/01/2021,Special Region of Yogyakarta,268,3,-25,-15,-38,-54,-31,14
13/01/2021,Special Region of Yogyakarta,319,5,-27,-16,-39,-55,-33,12
14/01/2021,Special Region of Yogyakarta,291,8,-29,-20,-40,-60,-37,12
15/01/2021,Special Region of Yogyakarta,262,18,-34,-28,-47,-62,-39,13
16/01/2021,Special Region of Yogyakarta,302,12,-38,-32,-55,-62,-28,12
17/01/2021,Special Region of Yogyakarta,277,9,-35,-30,-46,-63,-20,11
18/01/2021,Special Region of Yogyakarta,295,6,-37,-32,-49,-62,-40,15
19/01/2021,Special Region of Yogyakarta,287,1,-35,-29,-48,-60,-39,15
20/01/2021,Special Region of Yogyakarta,287,13,-33,-24,-45,-59,-37,14
21/01/2021,Special Region of Yogyakarta,456,9,-30,-21,-42,-61,-37,14
22/01/2021,Special Region of Yogyakarta,478,5,-31,-24,-46,-62,-36,14
23/01/2021,Special Region of Yogyakarta,473,8,-34,-25,-50,-61,-23,12
24/01/2021,Special Region of Yogyakarta,210,9,-32,-27,-42,-62,-16,12
25/01/2021,Special Region of Yogyakarta,310,15,-27,-20,-36,-59,-35,14
26/01/2021,Special Region of Yogyakarta,325,6,-31,-25,-43,-56,-35,14
27/01/2021,Special Region of Yogyakarta,427,15,-33,-26,-48,-58,-35,14
28/01/2021,Special Region of Yogyakarta,359,9,-30,-21,-43,-58,-35,14
29/01/2021,Special Region of Yogyakarta,414,3,-36,-28,-54,-60,-34,15
30/01/2021,Special Region of Yogyakarta,317,7,-29,-17,-49,-56,-20,9
31/01/2021,Special Region of Yogyakarta,254,14,-30,-23,-44,-58,-15,9
01/02/2021,Special Region of Yogyakarta,222,7,-26,-16,-40,-56,-34,11
02/02/2021,Special Region of Yogyakarta,226,6,-26,-14,-42,-54,-34,11
03/02/2021,Special Region of Yogyakarta,312,4,-30,-20,-45,-56,-35,11
04/02/2021,Special Region of Yogyakarta,321,6,-30,-20,-43,-57,-35,11
05/02/2021,Special Region of Yogyakarta,280,2,-24,-14,-42,-55,-34,10
06/02/2021,Special Region of Yogyakarta,217,4,-28,-18,-48,-55,-22,9
07/02/2021,Special Region of Yogyakarta,145,3,-28,-22,-43,-57,-17,9
08/02/2021,Special Region of Yogyakarta,206,13,-27,-19,-40,-54,-35,11
09/02/2021,Special Region of Yogyakarta,228,4,-26,-18,-41,-51,-34,10
10/02/2021,Special Region of Yogyakarta,291,7,-25,-14,-40,-51,-34,10
11/02/2021,Special Region of Yogyakarta,261,3,-19,-8,-31,-45,-32,8
12/02/2021,Special Region of Yogyakarta,278,8,-22,-17,-27,-50,-59,16
13/02/2021,Special Region of Yogyakarta,113,7,-24,-15,-37,-52,-23,8
14/02/2021,Special Region of Yogyakarta,108,8,-25,-19,-36,-47,-15,8
15/02/2021,Special Region of Yogyakarta,135,5,-27,-19,-40,-52,-33,10
16/02/2021,Special Region of Yogyakarta,167,4,-21,-12,-36,-49,-33,10
17/02/2021,Special Region of Yogyakarta,227,10,-29,-19,-46,-53,-33,11
18/02/2021,Special Region of Yogyakarta,255,10,-22,-11,-37,-53,-32,10
19/02/2021,Special Region of Yogyakarta,263,5,-27,-19,-46,-55,-31,12
20/02/2021,Special Region of Yogyakarta,201,3,-27,-17,-46,-53,-19,8
21/02/2021,Special Region of Yogyakarta,175,8,-20,-13,-28,-54,-14,6
22/02/2021,Special Region of Yogyakarta,138,7,-20,-12,-30,-55,-31,9
23/02/2021,Special Region of Yogyakarta,228,10,-27,-21,-42,-53,-31,11
24/02/2021,Special Region of Yogyakarta,201,6,-21,-11,-35,-51,-30,9
25/02/2021,Special Region of Yogyakarta,228,3,-21,-10,-34,-52,-30,9
26/02/2021,Special Region of Yogyakarta,174,4,-27,-19,-46,-54,-30,11
27/02/2021,Special Region of Yogyakarta,228,9,-22,-9,-40,-48,-16,7
28/02/2021,Special Region of Yogyakarta,170,4,-18,-9,-28,-48,-11,5
01/03/2021,Special Region of Yogyakarta,144,4,-16,-3,-25,-48,-29,8
02/03/2021,Special Region of Yogyakarta,150,4,-18,-6,-31,-47,-30,9
03/03/2021,Special Region of Yogyakarta,229,7,-21,-8,-35,-49,-30,9
04/03/2021,Special Region of Yogyakarta,228,5,-16,-3,-27,-49,-29,8
05/03/2021,Special Region of Yogyakarta,175,0,-17,-7,-30,-49,-28,9
06/03/2021,Special Region of Yogyakarta,89,5,-20,-10,-36,-46,-17,7
07/03/2021,Special Region of Yogyakarta,149,4,-20,-14,-26,-49,-14,7
08/03/2021,Special Region of Yogyakarta,167,6,-22,-13,-34,-51,-30,10
09/03/2021,Special Region of Yogyakarta,176,2,-19,-9,-31,-47,-30,9
10/03/2021,Special Region of Yogyakarta,178,6,-17,-5,-29,-38,-29,7
11/03/2021,Special Region of Yogyakarta,128,1,-11,-3,8,-37,-58,13
12/03/2021,Special Region of Yogyakarta,203,0,-16,-8,-23,-47,-29,10
13/03/2021,Special Region of Yogyakarta,188,3,-15,-6,-20,-40,-17,6
14/03/2021,Special Region of Yogyakarta,90,4,-18,-12,-19,-39,-13,7
15/03/2021,Special Region of Yogyakarta,140,3,-15,-6,-24,-44,-29,8
16/03/2021,Special Region of Yogyakarta,170,6,-15,-7,-25,-43,-29,9
