Date,Region,NewCases,NewDeaths,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
09/03/2021,West Java,1787,50,-16,6,-9,-25,-27,9
10/03/2021,West Java,1570,24,-11,13,0,-15,-26,7
11/03/2021,West Java,781,6,-2,18,17,-20,-59,15
12/03/2021,West Java,1357,43,-17,4,-6,-29,-28,11
13/03/2021,West Java,925,2,-16,8,-3,-26,-17,6
14/03/2021,West Java,1133,6,-17,6,0,-19,-10,6
15/03/2021,West Java,1334,20,-16,6,-6,-23,-25,9
16/03/2021,West Java,1617,35,-21,1,-14,-26,-26,10
17/03/2021,West Java,1347,36,-16,7,-7,-24,-24,9
18/03/2021,West Java,1261,44,-18,4,-12,-24,-24,10
19/03/2021,West Java,1361,34,-17,4,-10,-28,-23,10
20/03/2021,West Java,822,7,-16,9,-6,-25,-12,6
21/03/2021,West Java,517,21,-19,3,-4,-24,-7,6
22/03/2021,West Java,1253,48,-19,2,-10,-26,-24,9
23/03/2021,West Java,1216,41,-19,2,-12,-26,-25,9
24/03/2021,West Java,1329,7,-18,3,-11,-24,-24,9
25/03/2021,West Java,1172,12,-15,10,-11,-21,-24,9
26/03/2021,West Java,855,1,-12,11,-3,-23,-22,9
27/03/2021,West Java,476,102,-20,4,-11,-23,-13,6
28/03/2021,West Java,534,7,-14,11,-1,-18,-5,5
29/03/2021,West Java,1610,6,-14,10,-4,-22,-23,8
30/03/2021,West Java,911,8,-17,5,-13,-23,-25,9
31/03/2021,West Java,975,6,-13,10,-7,-17,-24,8
01/04/2021,West Java,904,75,-1,30,5,2,-23,5
02/04/2021,West Java,661,5,4,28,31,-6,-56,13
03/04/2021,West Java,360,5,-12,14,7,-16,-20,6
04/04/2021,West Java,338,4,-10,17,12,1,-6,2
05/04/2021,West Java,910,5,-10,16,3,-12,-23,7
06/04/2021,West Java,964,69,-9,16,1,-14,-24,7
07/04/2021,West Java,811,2,-7,17,5,-12,-24,7
08/04/2021,West Java,673,13,-3,22,9,-10,-23,6
09/04/2021,West Java,931,22,-4,17,6,-13,-21,7
10/04/2021,West Java,997,7,-5,22,8,-6,-11,3
11/04/2021,West Java,747,5,-9,17,8,-3,-6,3
12/04/2021,West Java,1470,25,-2,29,12,-5,-27,6
13/04/2021,West Java,1456,23,-32,-1,-27,-32,-35,16
14/04/2021,West Java,1568,17,-25,2,-22,-27,-29,13
15/04/2021,West Java,1216,42,-22,4,-20,-25,-25,13
16/04/2021,West Java,998,5,-18,8,-13,-29,-23,13
17/04/2021,West Java,832,9,-24,2,-27,-34,-13,11
18/04/2021,West Java,769,9,-25,1,-29,-32,-5,12
19/04/2021,West Java,1421,8,-20,2,-15,-27,-23,12
20/04/2021,West Java,1399,15,-16,10,-12,-24,-24,11
21/04/2021,West Java,1004,44,-14,10,-8,-24,-23,11
22/04/2021,West Java,1358,28,-14,11,-11,-23,-22,11
23/04/2021,West Java,1066,23,-15,8,-12,-27,-21,13
24/04/2021,West Java,630,23,-16,10,-21,-27,-9,10
25/04/2021,West Java,683,7,-17,8,-25,-27,-1,11
26/04/2021,West Java,1941,16,-13,10,-8,-23,-21,11
27/04/2021,West Java,1164,17,-13,11,-11,-22,-23,11
28/04/2021,West Java,1354,14,-11,12,-12,-21,-23,11
29/04/2021,West Java,1119,25,-5,23,-6,-16,-21,10
30/04/2021,West Java,1179,29,-3,25,-4,-17,-19,10
01/05/2021,West Java,754,5,-1,29,-8,-13,-31,9
02/05/2021,West Java,672,7,-3,26,-15,-12,1,7
03/05/2021,West Java,1292,16,2,30,4,-11,-22,8
04/05/2021,West Java,912,24,2,33,3,-4,-23,8
05/05/2021,West Java,995,25,3,32,4,-3,-24,8
06/05/2021,West Java,1038,6,3,34,2,-19,-23,10
07/05/2021,West Java,1953,35,5,33,6,-26,-22,10
08/05/2021,West Java,2209,4,-2,30,-9,-26,-13,8
09/05/2021,West Java,492,8,0,31,-11,-24,0,8
10/05/2021,West Java,1070,16,13,44,18,-17,-33,10
11/05/2021,West Java,1373,18,16,56,25,-6,-39,10
12/05/2021,West Java,814,22,18,68,45,-9,-63,15
13/05/2021,West Java,400,10,-5,28,50,-30,-72,6
14/05/2021,West Java,610,2,1,31,69,-29,-73,14
15/05/2021,West Java,723,9,-6,26,58,-22,-49,7
16/05/2021,West Java,792,6,-7,23,33,-20,-16,5
17/05/2021,West Java,1361,26,4,30,41,-19,-36,10
18/05/2021,West Java,1119,39,3,30,35,-5,-33,9
19/05/2021,West Java,1219,8,4,30,35,-4,-28,8
20/05/2021,West Java,1332,14,1,29,26,-9,-25,9
21/05/2021,West Java,1085,16,-4,20,18,-16,-22,11
22/05/2021,West Java,997,15,-7,22,16,-10,-11,7
23/05/2021,West Java,970,6,-6,23,21,-6,0,6
24/05/2021,West Java,1420,19,-7,16,12,-12,-21,9
25/05/2021,West Java,1024,13,1,30,20,-2,-21,8
26/05/2021,West Java,660,10,15,37,55,-2,-56,15
27/05/2021,West Java,1370,15,4,32,19,-7,-19,8
28/05/2021,West Java,1206,18,3,28,17,-11,-17,9
29/05/2021,West Java,927,7,-8,20,8,-5,-7,7
30/05/2021,West Java,639,10,2,32,28,1,2,5
31/05/2021,West Java,1316,24,7,33,31,-3,-21,8
01/06/2021,West Java,892,10,16,40,53,0,-58,15
02/06/2021,West Java,930,22,5,34,21,-4,-19,8
03/06/2021,West Java,1176,26,8,39,22,-5,-18,8
04/06/2021,West Java,952,24,4,30,19,-11,-16,10
05/06/2021,West Java,993,16,3,34,21,-4,-6,5
06/06/2021,West Java,869,15,0,27,22,-1,1,6
07/06/2021,West Java,1790,22,3,30,22,-9,-18,8
08/06/2021,West Java,1073,26,2,28,18,-11,-19,9
09/06/2021,West Java,1562,10,5,30,20,-10,-18,9
10/06/2021,West Java,1334,19,6,34,18,-10,-17,9
11/06/2021,West Java,1302,14,-1,23,11,-16,-16,11
12/06/2021,West Java,876,12,-1,28,15,-11,-5,7
13/06/2021,West Java,1242,9,-3,24,19,-7,1,7
14/06/2021,West Java,1532,16,0,25,17,-13,-19,9
15/06/2021,West Java,1793,11,-4,21,11,-15,-20,10
16/06/2021,West Java,2599,15,-1,25,11,-15,-21,10
17/06/2021,West Java,2800,17,-4,24,7,-15,-21,11
18/06/2021,West Java,2791,49,-11,14,0,-24,-20,13
19/06/2021,West Java,2104,15,-17,15,-11,-25,-9,11
20/06/2021,West Java,2009,62,-21,8,-11,-27,-4,11
21/06/2021,West Java,2719,28,-12,17,0,-24,-25,13
22/06/2021,West Java,3432,69,-9,22,2,-24,-26,12
23/06/2021,West Java,2910,38,-10,19,0,-25,-27,14
24/06/2021,West Java,3053,82,-9,23,-2,-25,-26,14
25/06/2021,West Java,3846,84,-9,24,0,-30,-25,15
26/06/2021,West Java,3787,74,-17,19,-13,-32,-12,12
27/06/2021,West Java,3988,93,-22,12,-16,-34,-5,13
28/06/2021,West Java,4771,73,-9,25,3,-28,-29,14
29/06/2021,West Java,3908,112,-12,22,-2,-29,-31,15
30/06/2021,West Java,4473,90,-10,26,-1,-29,-32,14
01/07/2021,West Java,6179,65,-7,35,-2,-27,-31,16
02/07/2021,West Java,4920,37,-8,31,0,-31,-29,17
03/07/2021,West Java,5393,38,-24,20,-21,-40,-19,15
04/07/2021,West Java,4458,66,-29,13,-27,-43,-12,16
05/07/2021,West Java,6971,39,-17,23,-6,-37,-35,18
06/07/2021,West Java,7239,48,-18,22,-9,-37,-36,18
07/07/2021,West Java,8591,67,-17,23,-6,-38,-36,18
08/07/2021,West Java,7772,136,-17,23,-8,-38,-35,19
09/07/2021,West Java,7399,160,-22,15,-13,-45,-35,21
10/07/2021,West Java,4926,164,-30,11,-28,-47,-20,17
11/07/2021,West Java,6704,269,-33,7,-30,-47,-12,16
12/07/2021,West Java,7942,175,-20,15,-8,-43,-36,18
13/07/2021,West Java,7192,144,-22,14,-9,-42,-37,19
14/07/2021,West Java,10444,142,-18,17,-8,-41,-36,18
15/07/2021,West Java,11101,126,-17,21,-8,-40,-34,18
16/07/2021,West Java,10730,137,-21,14,-12,-46,-33,20
17/07/2021,West Java,9398,84,-28,11,-26,-46,-16,15
18/07/2021,West Java,7777,91,-31,8,-28,-48,-7,16
19/07/2021,West Java,7287,82,-13,25,0,-39,-40,17
20/07/2021,West Java,6928,70,-32,-3,-11,-56,-74,25
21/07/2021,West Java,5950,119,-17,19,-4,-37,-34,15
22/07/2021,West Java,10499,141,-21,23,-5,-35,-32,16
23/07/2021,West Java,8925,156,-27,12,-14,-43,-30,18
24/07/2021,West Java,7587,115,-31,15,-23,-43,-14,14
25/07/2021,West Java,5302,123,-30,16,-20,-41,-6,13
26/07/2021,West Java,4368,226,-20,20,-3,-35,-29,15
27/07/2021,West Java,8589,309,-20,20,-5,-35,-30,15
28/07/2021,West Java,8366,205,-16,24,-1,-33,-29,15
29/07/2021,West Java,7519,210,-15,26,-2,-33,-28,15
30/07/2021,West Java,6912,88,-18,21,-6,-38,-26,16
31/07/2021,West Java,4204,179,-23,20,-17,-38,-10,12
01/08/2021,West Java,2769,189,-24,20,-16,-36,-6,11
02/08/2021,West Java,2341,127,-13,27,1,-32,-26,13
03/08/2021,West Java,4301,139,-14,26,-3,-30,-27,13
04/08/2021,West Java,3994,142,-12,26,1,-29,-26,13
05/08/2021,West Java,4718,173,-11,28,-2,-30,-25,13
06/08/2021,West Java,4580,107,-11,25,0,-32,-24,14
07/08/2021,West Java,3004,79,-17,25,-9,-31,-10,10
08/08/2021,West Java,2248,58,-19,21,-7,-31,-4,10
09/08/2021,West Java,2422,120,-13,22,2,-31,-26,13
10/08/2021,West Java,4163,491,-12,24,3,-28,-29,13
11/08/2021,West Java,3174,120,0,33,22,-32,-56,18
12/08/2021,West Java,1868,90,-7,27,3,-27,-22,12
13/08/2021,West Java,2968,70,-12,19,-2,-33,-22,14
14/08/2021,West Java,2164,43,-16,19,-8,-30,-6,10
15/08/2021,West Java,1299,46,-17,18,-3,-31,0,10
16/08/2021,West Java,2095,65,-5,25,13,-28,-27,11
17/08/2021,West Java,1643,90,-9,19,28,-35,-66,20
18/08/2021,West Java,1377,48,-10,20,1,-27,-22,12
19/08/2021,West Java,3266,239,-10,19,-3,-29,-21,13
20/08/2021,West Java,2742,268,-9,19,0,-32,-19,13
21/08/2021,West Java,1747,343,-15,17,-9,-31,-5,10
22/08/2021,West Java,1192,59,-15,17,-2,-29,1,9
23/08/2021,West Java,1483,37,-10,17,3,-30,-21,11
24/08/2021,West Java,5255,314,-11,17,0,-28,-22,12
25/08/2021,West Java,5464,270,-3,27,6,-25,-21,11
26/08/2021,West Java,5058,235,0,29,6,-24,-20,11
27/08/2021,West Java,1349,25,-2,24,5,-27,-18,12
28/08/2021,West Java,956,29,-4,27,6,-22,-4,7
29/08/2021,West Java,624,12,-7,22,8,-20,2,8
30/08/2021,West Java,506,50,-2,22,6,-25,-20,10
31/08/2021,West Java,1127,37,-2,27,3,-23,-20,10
01/09/2021,West Java,1254,53,4,36,11,-20,-20,9
02/09/2021,West Java,791,43,8,37,11,-18,-18,9
03/09/2021,West Java,845,96,4,29,9,-21,-17,11
04/09/2021,West Java,545,125,1,31,14,-16,-5,7
05/09/2021,West Java,355,9,1,31,21,-12,0,6
06/09/2021,West Java,405,180,1,24,7,-21,-19,10
07/09/2021,West Java,778,252,0,24,5,-21,-19,10
08/09/2021,West Java,690,187,2,25,9,-20,-18,10
09/09/2021,West Java,517,13,6,32,11,-17,-17,9
10/09/2021,West Java,540,8,4,26,9,-20,-15,10
11/09/2021,West Java,446,7,0,27,12,-16,-4,7
12/09/2021,West Java,567,4,-1,24,17,-14,1,7
13/09/2021,West Java,210,7,1,22,9,-19,-18,9
14/09/2021,West Java,318,17,-8,12,-8,-23,-22,12
15/09/2021,West Java,384,22,5,28,10,-17,-18,9
16/09/2021,West Java,346,9,6,30,10,-16,-18,9
17/09/2021,West Java,328,8,4,24,10,-19,-16,10
18/09/2021,West Java,238,6,0,26,13,-17,-4,7
19/09/2021,West Java,170,6,-4,20,16,-17,0,8
20/09/2021,West Java,116,10,1,23,7,-20,-17,9
21/09/2021,West Java,285,9,-2,19,2,-20,-18,10
21/03/2020,Central Java,2,0,-17,-7,-29,-31,-13,8
22/03/2020,Central Java,1,0,-28,-15,-39,-41,-5,9
23/03/2020,Central Java,0,0,-22,-11,-22,-35,-26,11
24/03/2020,Central Java,4,0,-21,-8,-22,-31,-28,11
25/03/2020,Central Java,19,1,-29,-15,-27,-36,-56,18
26/03/2020,Central Java,2,2,-27,-12,-27,-38,-30,12
27/03/2020,Central Java,3,0,-31,-16,-36,-44,-30,14
28/03/2020,Central Java,12,1,-38,-24,-48,-49,-21,15
29/03/2020,Central Java,8,0,-44,-29,-54,-54,-11,15
30/03/2020,Central Java,17,0,-30,-17,-31,-45,-31,14
31/03/2020,Central Java,13,0,-29,-16,-30,-42,-32,14
01/04/2020,Central Java,11,0,-22,-7,-24,-41,-32,12
02/04/2020,Central Java,0,0,-25,-10,-27,-45,-33,14
03/04/2020,Central Java,10,11,-29,-15,-36,-50,-32,14
04/04/2020,Central Java,7,0,-32,-19,-45,-54,-23,14
05/04/2020,Central Java,0,0,-39,-25,-52,-60,-12,14
06/04/2020,Central Java,12,4,-25,-13,-27,-50,-32,13
07/04/2020,Central Java,1,0,-25,-12,-26,-46,-33,13
08/04/2020,Central Java,7,0,-25,-12,-27,-45,-33,13
09/04/2020,Central Java,4,0,-23,-9,-24,-42,-32,12
10/04/2020,Central Java,0,0,-32,-18,-35,-54,-56,20
11/04/2020,Central Java,0,0,-33,-19,-44,-56,-26,15
12/04/2020,Central Java,56,3,-37,-23,-48,-60,-10,14
13/04/2020,Central Java,3,0,-22,-10,-24,-49,-30,14
14/04/2020,Central Java,75,1,-23,-12,-23,-46,-31,14
15/04/2020,Central Java,13,1,-24,-12,-24,-46,-31,14
16/04/2020,Central Java,8,0,-23,-11,-23,-46,-31,14
17/04/2020,Central Java,5,13,-32,-20,-37,-53,-31,16
18/04/2020,Central Java,25,0,-32,-20,-44,-54,-20,14
19/04/2020,Central Java,20,3,-35,-22,-48,-58,-6,13
20/04/2020,Central Java,3,0,-23,-12,-25,-48,-29,14
21/04/2020,Central Java,98,0,-25,-13,-27,-45,-32,13
22/04/2020,Central Java,30,9,-20,-6,-23,-40,-30,12
23/04/2020,Central Java,59,0,-18,0,-23,-37,-32,12
24/04/2020,Central Java,37,1,-40,-23,-44,-56,-39,20
25/04/2020,Central Java,46,0,-42,-27,-53,-62,-27,19
26/04/2020,Central Java,28,4,-45,-31,-58,-67,-11,18
27/04/2020,Central Java,17,0,-32,-19,-33,-56,-32,17
28/04/2020,Central Java,16,0,-32,-18,-33,-52,-32,15
29/04/2020,Central Java,29,1,-31,-18,-33,-52,-32,15
30/04/2020,Central Java,13,0,-28,-11,-28,-50,-30,15
01/05/2020,Central Java,22,1,-35,-20,-40,-60,-55,23
02/05/2020,Central Java,19,2,-35,-20,-47,-60,-23,17
03/05/2020,Central Java,9,0,-39,-24,-54,-65,-6,16
04/05/2020,Central Java,22,0,-27,-13,-30,-55,-30,16
05/05/2020,Central Java,51,0,-27,-12,-30,-51,-31,16
06/05/2020,Central Java,42,2,-26,-11,-29,-50,-31,16
07/05/2020,Central Java,13,0,-25,-9,-27,-53,-53,20
08/05/2020,Central Java,28,1,-28,-12,-36,-56,-30,17
09/05/2020,Central Java,26,1,-38,-25,-52,-62,-22,18
10/05/2020,Central Java,19,0,-32,-15,-48,-62,-3,14
11/05/2020,Central Java,2,0,-26,-13,-31,-56,-29,16
12/05/2020,Central Java,9,0,-18,-2,-21,-46,-29,14
13/05/2020,Central Java,34,0,-18,-3,-22,-47,-29,14
14/05/2020,Central Java,43,0,-18,-3,-23,-48,-29,14
15/05/2020,Central Java,43,4,-20,-3,-30,-51,-28,14
16/05/2020,Central Java,31,0,-21,-6,-39,-54,-17,14
17/05/2020,Central Java,17,0,-25,-9,-46,-60,2,13
18/05/2020,Central Java,8,0,-15,-1,-24,-51,-28,15
19/05/2020,Central Java,10,0,-12,5,-19,-43,-30,13
20/05/2020,Central Java,17,0,-4,17,-13,-39,-29,12
21/05/2020,Central Java,25,0,-4,19,-12,-40,-52,17
22/05/2020,Central Java,17,0,-9,17,-21,-45,-41,16
23/05/2020,Central Java,54,0,-21,9,-34,-51,-36,15
24/05/2020,Central Java,21,0,-41,-30,-46,-65,-19,8
25/05/2020,Central Java,2,0,-26,-13,-13,-57,-67,18
26/05/2020,Central Java,4,0,-19,-5,-14,-49,-46,14
27/05/2020,Central Java,11,0,-12,3,-11,-46,-40,14
28/05/2020,Central Java,10,0,-14,0,-16,-46,-36,15
29/05/2020,Central Java,14,0,-18,-4,-26,-51,-32,16
30/05/2020,Central Java,16,0,-22,-9,-35,-53,-19,13
31/05/2020,Central Java,37,0,-24,-13,-37,-57,3,9
01/06/2020,Central Java,14,0,-9,2,-6,-48,-52,18
02/06/2020,Central Java,15,0,-10,2,-13,-41,-24,11
03/06/2020,Central Java,23,1,-9,2,-12,-40,-25,12
04/06/2020,Central Java,24,0,-11,2,-12,-41,-24,13
05/06/2020,Central Java,58,5,-16,-4,-25,-48,-21,14
06/06/2020,Central Java,27,0,-17,-6,-31,-49,-11,12
07/06/2020,Central Java,51,22,-20,-9,-31,-54,7,11
08/06/2020,Central Java,27,0,-9,0,-14,-45,-20,12
09/06/2020,Central Java,32,5,-11,-2,-14,-40,-21,12
10/06/2020,Central Java,139,0,-7,2,-11,-38,-20,11
11/06/2020,Central Java,19,0,-8,1,-12,-39,-20,12
12/06/2020,Central Java,44,0,-13,-4,-22,-44,-19,13
13/06/2020,Central Java,70,0,-14,-7,-27,-45,-8,12
14/06/2020,Central Java,113,1,-19,-9,-27,-50,9,10
15/06/2020,Central Java,116,17,-9,-2,-15,-43,-19,12
16/06/2020,Central Java,56,0,-8,0,-11,-37,-19,11
17/06/2020,Central Java,115,0,-7,1,-11,-35,-20,11
18/06/2020,Central Java,45,9,-10,-2,-14,-38,-20,11
19/06/2020,Central Java,80,13,-13,-5,-23,-42,-19,13
20/06/2020,Central Java,98,0,-13,-6,-25,-43,-7,10
21/06/2020,Central Java,99,0,-18,-10,-24,-48,8,10
22/06/2020,Central Java,49,1,-8,-2,-12,-40,-21,12
23/06/2020,Central Java,49,4,-8,-2,-11,-36,-22,12
24/06/2020,Central Java,76,2,-8,-2,-11,-36,-21,12
25/06/2020,Central Java,78,0,-9,-1,-12,-36,-21,12
26/06/2020,Central Java,177,0,-13,-5,-20,-38,-20,13
27/06/2020,Central Java,197,0,-13,-6,-23,-40,-10,11
28/06/2020,Central Java,188,0,-17,-8,-20,-45,8,10
29/06/2020,Central Java,198,0,-7,-1,-10,-38,-20,12
30/06/2020,Central Java,153,0,-6,2,-9,-34,-20,12
01/07/2020,Central Java,173,10,-3,5,-9,-32,-21,11
02/07/2020,Central Java,153,10,-7,2,-12,-33,-21,12
03/07/2020,Central Java,134,0,-8,1,-17,-35,-20,12
04/07/2020,Central Java,110,15,-8,-1,-18,-37,-10,11
05/07/2020,Central Java,208,15,-12,-3,-15,-40,8,9
06/07/2020,Central Java,127,15,-12,-6,-19,-38,-21,13
07/07/2020,Central Java,140,5,-1,7,-5,-29,-21,10
08/07/2020,Central Java,205,5,-3,4,-6,-30,-20,10
09/07/2020,Central Java,120,0,-5,3,-7,-30,-20,11
10/07/2020,Central Java,100,10,-9,-1,-18,-33,-19,12
11/07/2020,Central Java,100,0,-8,-2,-18,-36,-7,10
12/07/2020,Central Java,70,5,-11,-2,-16,-40,10,9
13/07/2020,Central Java,100,0,-5,1,-11,-36,-17,11
14/07/2020,Central Java,80,0,-7,-1,-12,-33,-18,11
15/07/2020,Central Java,261,18,-7,-2,-14,-34,-18,12
16/07/2020,Central Java,214,9,-6,1,-11,-33,-18,12
17/07/2020,Central Java,238,18,-10,-3,-20,-37,-17,13
18/07/2020,Central Java,266,15,-11,-4,-21,-39,-6,11
19/07/2020,Central Java,300,23,-16,-8,-20,-44,9,11
20/07/2020,Central Java,354,36,-6,1,-12,-39,-18,12
21/07/2020,Central Java,121,15,-8,-3,-14,-36,-19,12
22/07/2020,Central Java,319,70,-6,-1,-12,-34,-18,12
23/07/2020,Central Java,295,60,-8,-1,-11,-35,-18,12
24/07/2020,Central Java,124,38,-11,-3,-18,-37,-17,13
25/07/2020,Central Java,191,10,-11,-4,-20,-38,-5,12
26/07/2020,Central Java,76,10,-15,-6,-18,-42,10,11
27/07/2020,Central Java,210,10,-6,1,-9,-37,-18,13
28/07/2020,Central Java,185,8,-6,2,-8,-31,-19,13
29/07/2020,Central Java,313,12,-4,5,-7,-25,-19,12
30/07/2020,Central Java,161,12,3,18,4,-13,-21,10
31/07/2020,Central Java,235,18,-22,-9,-7,-35,-59,20
01/08/2020,Central Java,143,13,-8,5,-6,-34,-20,11
02/08/2020,Central Java,73,18,-9,4,-9,-22,5,8
03/08/2020,Central Java,95,10,1,11,2,-23,-20,12
04/08/2020,Central Java,60,0,-1,8,-1,-23,-20,12
05/08/2020,Central Java,149,15,0,9,0,-24,-20,11
06/08/2020,Central Java,115,20,-1,9,0,-24,-19,11
07/08/2020,Central Java,232,9,-5,4,-8,-28,-17,10
08/08/2020,Central Java,88,11,-5,2,-11,-31,-6,9
09/08/2020,Central Java,140,3,-9,0,-9,-34,10,8
10/08/2020,Central Java,68,5,1,8,2,-29,-17,10
11/08/2020,Central Java,86,3,-6,0,-8,-29,-19,11
12/08/2020,Central Java,179,20,2,10,2,-24,-18,9
13/08/2020,Central Java,204,14,-1,7,-1,-24,-19,10
14/08/2020,Central Java,192,9,-4,4,-10,-24,-17,11
15/08/2020,Central Java,131,6,-3,5,-9,-16,-6,9
16/08/2020,Central Java,168,6,-5,4,-1,-29,9,7
17/08/2020,Central Java,36,5,3,9,42,-15,-50,15
18/08/2020,Central Java,118,10,1,9,6,-21,-17,9
19/08/2020,Central Java,131,8,4,13,11,-14,-18,9
20/08/2020,Central Java,168,4,0,7,27,-6,-50,16
21/08/2020,Central Java,96,5,-3,5,5,-26,-32,14
22/08/2020,Central Java,100,16,-6,0,-3,-24,-7,10
23/08/2020,Central Java,188,12,-11,-4,-8,-22,11,9
24/08/2020,Central Java,152,3,-3,3,-2,-27,-16,11
25/08/2020,Central Java,198,25,-3,4,-1,-26,-17,11
26/08/2020,Central Java,147,30,-2,5,0,-26,-16,11
27/08/2020,Central Java,252,33,-2,6,-1,-27,-16,11
28/08/2020,Central Java,242,28,-7,2,-12,-32,-15,12
29/08/2020,Central Java,180,10,-8,-1,-14,-33,-3,10
30/08/2020,Central Java,138,15,-7,1,-5,-35,11,8
31/08/2020,Central Java,179,8,0,7,0,-30,-15,11
01/09/2020,Central Java,200,14,0,9,2,-26,-16,11
02/09/2020,Central Java,264,31,-1,7,-2,-26,-17,11
03/09/2020,Central Java,242,18,-5,2,-8,-29,-18,12
04/09/2020,Central Java,190,5,-4,6,-8,-29,-17,12
05/09/2020,Central Java,258,10,-3,3,-9,-31,-6,10
06/09/2020,Central Java,233,8,-5,2,-2,-34,7,9
07/09/2020,Central Java,264,6,0,6,0,-30,-17,11
08/09/2020,Central Java,237,6,-1,6,1,-26,-18,11
09/09/2020,Central Java,281,10,0,7,1,-26,-17,10
10/09/2020,Central Java,375,18,-2,6,1,-26,-18,9
11/09/2020,Central Java,566,5,-5,1,-6,-27,-18,9
12/09/2020,Central Java,386,10,-5,-1,-7,-28,-8,7
13/09/2020,Central Java,282,6,-10,-4,-7,-33,5,7
14/09/2020,Central Java,171,8,-3,1,-3,-32,-16,10
15/09/2020,Central Java,198,12,-3,1,-1,-29,-16,11
16/09/2020,Central Java,340,14,-2,3,-2,-29,-17,12
17/09/2020,Central Java,293,16,-4,1,-5,-32,-17,13
18/09/2020,Central Java,198,8,-8,-1,-13,-34,-16,14
19/09/2020,Central Java,271,40,-7,-2,-13,-36,-6,12
20/09/2020,Central Java,303,9,-12,-4,-12,-41,6,11
21/09/2020,Central Java,238,20,-7,-2,-9,-36,-18,14
22/09/2020,Central Java,228,42,-13,-6,-12,-32,-20,13
23/09/2020,Central Java,257,20,-9,1,-4,-29,-20,13
24/09/2020,Central Java,434,25,-11,-1,-5,-30,-20,14
25/09/2020,Central Java,331,13,-13,-1,-13,-32,-19,15
26/09/2020,Central Java,364,14,-14,-5,-16,-35,-9,14
27/09/2020,Central Java,258,3,-17,-6,-13,-38,1,13
28/09/2020,Central Java,304,8,-9,1,-5,-32,-19,14
29/09/2020,Central Java,275,12,-11,-1,-7,-29,-21,14
30/09/2020,Central Java,230,5,-8,5,-4,-27,-22,10
01/10/2020,Central Java,299,5,-10,6,-6,-29,-23,7
02/10/2020,Central Java,344,17,-10,5,-12,-31,-23,7
03/10/2020,Central Java,372,5,-8,4,-10,-31,-16,5
04/10/2020,Central Java,314,3,-10,4,-5,-33,-8,5
05/10/2020,Central Java,365,5,-7,5,-4,-30,-24,6
06/10/2020,Central Java,400,8,-8,4,-4,-27,-24,7
07/10/2020,Central Java,384,5,-3,9,2,-24,-22,7
08/10/2020,Central Java,348,10,-5,6,3,-26,-21,10
09/10/2020,Central Java,412,10,-7,3,-7,-29,-19,12
10/10/2020,Central Java,410,17,-16,-7,-23,-35,-11,13
11/10/2020,Central Java,318,8,-7,4,-1,-33,1,9
12/10/2020,Central Java,239,7,-5,5,0,-29,-19,12
13/10/2020,Central Java,466,8,-4,6,2,-26,-20,11
14/10/2020,Central Java,286,10,-3,7,2,-25,-19,12
15/10/2020,Central Java,472,28,-6,7,-3,-25,-20,12
16/10/2020,Central Java,443,9,-9,4,-11,-28,-19,13
17/10/2020,Central Java,416,10,-7,5,-9,-29,-9,11
18/10/2020,Central Java,356,3,-10,1,-5,-33,0,11
19/10/2020,Central Java,316,5,-9,2,-9,-31,-19,14
20/10/2020,Central Java,449,20,-8,3,-7,-26,-20,12
21/10/2020,Central Java,374,13,-8,1,-10,-27,-22,11
22/10/2020,Central Java,513,10,-7,4,-7,-27,-22,7
23/10/2020,Central Java,571,15,-11,0,-17,-31,-21,8
24/10/2020,Central Java,284,20,-9,1,-15,-29,-11,6
25/10/2020,Central Java,356,8,-11,0,-10,-33,-5,5
26/10/2020,Central Java,156,16,-6,6,-5,-29,-21,6
27/10/2020,Central Java,316,12,-5,6,-5,-15,-23,6
28/10/2020,Central Java,318,10,2,13,10,9,-37,7
29/10/2020,Central Java,368,9,5,14,41,3,-56,9
30/10/2020,Central Java,195,14,-4,5,5,-19,-40,10
31/10/2020,Central Java,617,11,-14,-6,-16,-18,-19,8
01/11/2020,Central Java,458,11,-9,2,-8,-9,-7,4
02/11/2020,Central Java,248,10,-4,7,-8,-19,-22,5
03/11/2020,Central Java,453,23,-4,6,-8,-20,-22,6
04/11/2020,Central Java,547,15,-3,7,-6,-21,-22,6
05/11/2020,Central Java,360,15,-10,1,-14,-26,-24,7
06/11/2020,Central Java,613,12,-6,5,-11,-25,-22,6
07/11/2020,Central Java,489,28,-6,1,-12,-28,-13,6
08/11/2020,Central Java,640,7,-9,0,-6,-30,-7,6
09/11/2020,Central Java,619,10,-5,4,-5,-27,-23,7
10/11/2020,Central Java,680,15,-6,3,-7,-24,-23,7
11/11/2020,Central Java,161,15,-4,6,-7,-23,-23,7
12/11/2020,Central Java,608,12,-4,7,-5,-23,-23,7
13/11/2020,Central Java,1362,32,-9,1,-14,-26,-22,8
14/11/2020,Central Java,1222,40,-9,-2,-16,-28,-13,6
15/11/2020,Central Java,1071,21,-12,-3,-12,-31,-8,6
16/11/2020,Central Java,705,10,-5,4,-7,-26,-23,6
17/11/2020,Central Java,652,41,-7,2,-7,-25,-24,7
18/11/2020,Central Java,495,18,-4,6,-4,-22,-23,6
19/11/2020,Central Java,444,8,-12,-2,-17,-26,-24,8
